title,vote_count,vote_average
I'm a Stranger Here Myself,2,7.0
Weasels Rip My Flesh,1,4.0
Twisted Seduction,0,0.0
Spanish Lake,2,5.5
Being Ginger,3,5.3
Slow Burn,5,3.4
Keep Surfing,2,3.8
Plastic Planet,6,6.6
The Conquest of Mycenae,2,3.5
The Lion of Thebes,1,10.0
Blood for a Silver Dollar,5,4.8
Wood Job!,14,7.6
Secret Agent Super Dragon,2,1.5
For a Few Extra Dollars,5,6.4
Wanted,2,7.5
Hermanoteu In the Land of Godah,11,7.9
Mill of the Stone Women,9,5.7
BaadAsssss Cinema,7,6.5
Sisters in Law,2,7.3
One Way or Another,1,5.0
"One Sings, the Other Doesn't",2,6.5
My Boyfriend an Angel,4,5.8
Yardbird,8,6.8
Eddie the Eagle,682,7.2
Airlift,58,7.3
Fitoor,20,5.9
If You Want to Live... Shoot!,0,0.0
No Graves on Boot Hill,0,0.0
No Room To Die,9,5.3
Kill Django...Kill First,0,0.0
Terrible Day of the Big Gundown,0,0.0
The Flash 2 - Revenge of the Trickster,4,6.6
Dracula's Dog,11,4.7
Heavenly Judgement,6,6.3
The Lighthouse,2,4.0
Sammy and Me,2,6.0
The Education of Fairies,3,6.8
Lovely Loneliness,4,4.5
The Dancer and the Thief,10,5.5
En fuera de juego,6,4.3
Violet,2,7.5
Chicken Ranch,1,6.0
Exposed,141,4.5
Bloody Reunion,13,6.0
Carpet Racers,0,0.0
Terminus,65,5.0
Red Wing,2,5.5
Kick-heart,7,5.6
My King,207,7.1
Fluke,0,0.0
The Homestretch,0,0.0
The Perfect 46,0,0.0
Fires on the Plain,6,5.0
Satanik,2,5.5
Parviz,1,9.0
The Amateur,0,0.0
Daawat-e-Ishq,15,6.8
Five Star,8,5.3
A Man Called Hero,12,5.0
Stonewall,32,5.2
Frankenstein,31,5.9
Monk Comes Down the Mountain,32,5.5
Fatima,38,5.6
Blind Woman's Curse,16,6.9
The War in Space,1,7.0
The Old Fairy Tale: When the Sun Was God,8,5.5
Bloodsuckers,0,0.0
What a Mess!,14,6.0
When I'm Sixty-four,3,4.5
ABCD (Any Body Can Dance),10,5.6
Il terrorista,0,0.0
The Face Reader,25,6.3
Liquidation,3,7.3
The Staircase II: The Last Chance,8,7.8
Bloodworth,12,5.5
The Wannabe,15,4.8
Martyrs,70,4.7
Big Stone Gap,16,4.8
Racing Extinction,51,7.8
Capital C,2,6.0
I Give My First Love to You,25,6.8
One & Two,26,5.0
Lo and Behold: Reveries of the Connected World,76,6.5
Kill Kane,19,3.8
Addicted to Sexting,7,4.7
Field of Lost Shoes,14,5.8
Hello Stranger,13,6.7
Strangers,0,0.0
Looking for Grace,1,10.0
Adhurs,5,6.2
Methadonia,3,3.3
All Mistakes Buried,3,4.7
World Without End,17,6.6
The Mine,6,7.1
La Sapienza,5,6.7
Seeds of Yesterday,21,6.5
Soulmate,15,5.1
The Boy,1133,5.8
90 Minutes in Heaven,40,5.4
Vampire Hookers,4,4.8
Jeruzalem,126,4.4
Horse Money,5,7.8
Blood in the Face,1,5.0
The Carboard Bernini,0,0.0
Welcome to Happiness,3,4.5
Hundra,6,5.8
iMurders,8,2.9
Medeas,6,6.7
Autoerotic,5,4.3
"Semen, a Love Sample",2,4.0
Romance on the Run,0,0.0
Genetic Me,0,0.0
The Chosen,36,4.6
Ride or Die,7,4.2
Lazer Team,103,5.7
Last Hippie Standing,2,5.5
The 30 Foot Bride of Candy Rock,3,7.0
Blood Brother,11,6.6
China Cry: A True Story,3,5.7
Alone Yet Not Alone,3,7.3
Risen,300,5.7
Obsession: Radical Islam's War Against the West,5,5.1
Hollywood High,1,3.0
Holy Hell,27,7.1
The Survivalist,89,6.2
Grand Slam,3,6.5
Bloodmoney,0,0.0
The Butterfly Circus,20,7.7
The Eagle Huntress,28,7.3
Zero,3,5.3
The 2000 Year Old Man,3,8.3
The White Knights,15,5.8
Long Way North,35,7.7
Praying with Anger,3,6.3
Exit Elena,3,5.7
Symphonie diagonale,12,5.3
Gideon's Trumpet,5,5.8
The Piano Lesson,0,0.0
Ruby Bridges,3,5.5
April and the Extraordinary World,67,6.7
Trevor Noah: You Laugh But It's True,8,7.9
The Other Side of the Door,279,5.2
Saturday's Hero,0,0.0
Dirty Grandpa,1429,5.7
Black Girl,0,0.0
Toni Braxton: Unbreak My Heart,7,5.1
Reptilicus,20,3.8
Revenge of the Stepford Wives,2,5.0
The Wonders,4,5.6
Orleans,3,6.0
Requiem for the American Dream,49,7.7
Holy Lola,6,5.1
Death Note Relight 2: L's Successors,17,7.2
Monella,42,4.3
Three from Prostokvashino,18,5.6
Matterhorn,10,6.4
God Willing,118,6.5
Ever Been to the Moon?,66,5.3
The Finest Hours,597,6.3
Ghost in the Shell: Stand Alone Complex - Solid State Society,77,7.8
Inside The Dark Web,2,8.0
Mythos Wald,2,5.3
Black Box BRD,1,5.0
#Horror,53,3.4
A Gift Wrapped Christmas,7,6.1
My Last Year With The Nuns,0,0.0
White Rage,1,6.0
Absolution,2,6.8
Getting Straight,3,6.3
The Captain from Köpenick,11,6.9
X: Past Is Present,2,8.5
Mafalda - La Pelicula,3,5.0
B.B. King: The Life of Riley,5,7.5
The Ogre of Athens,10,7.2
Joy,4,5.9
Caught,8,4.6
There's No Tomorrow,2,6.0
Charley-One-Eye,2,2.8
Hart to Hart: Till Death Do Us Hart,3,6.7
Molly Moon and the Incredible Book of Hypnotism,18,4.1
Night Watch,3,6.7
Pioneer Woman,1,6.0
Road 47,4,6.4
Arrowhead,32,4.6
Amazons,3,5.7
Le Mac,79,5.5
Pit №8,1,9.0
Unforgotten Shadows,3,5.0
Lucky Trouble,22,5.6
The Best Movie 2,9,3.0
The Guide,6,8.6
Hell,7,3.5
Transylvanian Garlic,2,2.5
Creature from the Hillbilly Lagoon,0,0.0
My All American,38,6.8
La mies es mucha,0,0.0
$50K and a Call Girl: A Love Story,11,6.3
The Birth of a Nation,181,6.4
Deep Powder,3,5.0
An Inspector Calls,19,6.4
A Touch of Larceny,3,6.2
Holding the Man,111,7.8
Blood,5,7.6
Veljet,0,0.0
Amerikana,1,5.0
The Manchu Eagle Murder Caper Mystery,1,7.0
Hardly a Butterfly,1,7.0
Ajnabee,10,5.3
Jodi No.1,3,4.3
Pyaar Tune Kya Kiya,2,6.5
Style,3,5.0
Love Ke Liye Kuch Bhi Karega,4,6.0
Mujhe Kucch Kehna Hai,4,4.0
Albela,1,1.0
Yaadein,7,4.9
Indian,4,5.0
Tum Bin,8,7.1
Aashiq,1,10.0
Yeh Raaste Hain Pyaar Ke,1,3.0
Aamdani Atthanni Kharcha Rupaiya,5,4.9
The Thorn,0,0.0
Rugged Gold,1,4.0
Polycarp,1,5.5
Titli,6,6.3
Beware of Christians,0,0.0
The Nanny Express,7,4.9
Greenery Will Bloom Again,12,5.9
Tempo instabile con probabili schiarite,9,3.6
I Killed Napoleon,28,5.2
Supervolcano,14,5.3
Anjaana Anjaani,27,6.1
Na Maloom Afraad,3,6.2
Live and let Live,4,8.5
Me Before You,2674,7.6
Jarhead 3: The Siege,39,5.6
Land and Shade,16,7.2
SOMM: Into the Bottle,12,7.8
The Treacherous,18,6.1
Touched with Fire,22,6.2
Space Cop,19,3.7
The Cinema Snob Movie,1,9.0
Being in the World,1,5.0
Grease Live,112,7.4
The Image Revolution,3,5.7
100% Love,9,5.4
Leader,7,5.1
Neither Heaven Nor Earth,14,6.3
Dunkirk,20,6.6
¡Asu Mare! 2,5,6.5
The Nightcomers,12,5.7
Just Before Nightfall,11,6.6
Pandemic,92,4.3
Miles Ahead,74,6.7
"Crouching Tiger, Hidden Dragon: Sword of Destiny",174,6.0
Triple 9,812,5.6
Gods of Egypt,1303,5.2
Embrace of the Serpent,129,7.8
Neerja,44,7.4
Race,492,7.0
Providence,0,0.0
Of Mind and Music,6,6.3
10 Cloverfield Lane,2537,6.8
London Has Fallen,1656,5.8
Zootopia,4961,7.7
Whiskey Tango Foxtrot,356,6.0
Desierto,107,5.7
The Young Messiah,30,6.4
The Perfect Match,42,5.2
Grimsby,794,5.7
Swung,7,4.8
Jesse Stone: Lost in Paradise,19,6.1
Chemsex,6,7.7
Home Invasion,51,5.2
Dad's Army,54,3.7
Carry On Henry,18,6.6
Carry On Up the Jungle,23,6.4
Carry On Matron,23,6.1
Zero. Lilac Lithuania,5,4.7
Hannibal Buress: Live From Chicago,12,7.6
Carry On at Your Convenience,18,5.7
James White,42,6.1
Carry On Abroad,27,6.1
Lagerfeld Confidential,3,6.7
Satan's Cheerleaders,5,7.3
The Source,44,6.6
Loki - Arnaldo Baptista,4,6.1
Edith Stein: The Seventh Chamber,4,7.5
Pirate's Passage,3,6.0
Fanie Fourie's Lobola,1,6.0
The Desert,1,5.0
What the Bleep! Down the Rabbit Hole,4,4.9
The Dhamma Brothers,2,5.0
Licks,3,6.7
Dionysus in '69,3,5.7
Cannibal,37,5.8
Burning Man,23,6.2
A War,59,6.9
The Makeover,25,5.5
Ho visto le stelle,6,6.1
There's No Place Like Utopia,1,0.5
Bad,20,7.6
Michael Jackson's Thriller,90,8.1
Ghosts,22,7.0
Blood Widow,10,2.5
Way of the Wicked,20,3.7
Murder Rap: Inside the Biggie and Tupac Murders,5,7.9
Top Spin,6,6.8
Marie's Story,26,6.9
Ticky Tacky,5,8.8
Be With You,17,7.1
Nannaku Prematho,7,7.8
Blunt Force Trauma,31,4.3
Lapland Odyssey 2,6,7.2
Not Everybody's Lucky Enough to Have Communist Parents,3,5.2
Submarine Patrol,2,5.0
Miracles For Sale,4,5.5
You Can't Get Away with Murder,3,4.8
The Final Member,13,5.4
Some Call It Loving,2,4.5
The Suram Fortress,0,0.0
Sum of Histories,1,10.0
My Bromance,3,7.7
Love's Coming,7,6.0
Agnivarsha: The Fire and the Rain,1,5.0
Breaking Through,21,5.4
Kill Game,7,4.2
Misconduct,149,5.3
"The First, the Last",14,5.8
Bunker Palace Hotel,8,6.4
The Remains of Nothing,2,6.5
Trashed,9,6.9
God Loves Uganda,5,7.0
Odyssey in Rome,0,0.0
From Afar,34,5.9
Domingo de carnaval,1,6.0
As the Shadow,1,8.0
Rosalie Blum,48,6.5
Courted,61,6.1
Taj Mahal,14,5.1
Macadam Stories,35,6.1
Valley of Love,27,5.6
In the Shadow of Women,11,5.0
Un plus une,64,5.8
The Anarchists,24,5.5
The Wait,30,5.9
Family For Rent,115,5.2
Lolo,101,5.3
Carry On Loving,16,6.1
The Fear of Darkness,8,3.9
The Fear of 13,45,8.0
Mojin: The Lost Legend,71,6.0
Trevor Noah: Crazy Normal,0,0.0
Trevor Noah: The Daywalker,4,7.4
Perfect Body,4,4.3
Ma L'Amore... Sì,0,0.0
13 days of October,1,9.0
25 Carat,1,7.0
Die Blindgänger,0,0.0
Father,2,8.5
Prosecuting Casey Anthony,5,4.7
Freddie as F.R.O.7.,4,4.5
Tutte le donne della mia vita,11,5.0
Standing Army,2,4.5
Hungry,0,0.0
Shark Swarm,9,2.8
Piranha Sharks,4,5.0
Humraaz,5,5.7
Aap Mujhe Achche Lagne Lage,2,3.0
Road,1,5.0
Sur,1,7.0
EK Chotti Si Love Story,2,4.5
Hum Kisi Se Kum Nahin,4,5.0
Na Tum Jaano Na Hum,5,4.4
Makdee,4,6.0
Deewangee,6,5.7
Raaz,6,6.4
Jaani Dushman: Ek Anokhi Kahani,3,5.0
Maine Dil Tujhko Diya,1,5.0
Saathiya,17,5.6
Kaante,14,5.6
Carry On Again Doctor,20,6.2
Convergence,12,5.0
Southbound,146,6.1
Hangman,36,4.3
Mary Loss of Soul,2,6.0
A Faster Horse,16,7.9
Give Us the Moon,2,5.8
The Weapon,2,6.3
Carry on Admiral,3,6.0
Expresso Bongo,2,6.5
Jigsaw,2,6.8
Arachnia,5,3.0
Tarantulas: The Deadly Cargo,2,7.0
Ogre,14,4.4
Dinocroc,12,4.0
Blood Surf,10,4.5
The Monster of Piedras Blancas,3,5.0
She's Lost Control,14,5.6
Stephen Fry Live: More Fool Me,2,7.0
The Cook,3,6.5
We Can't Live Without Cosmos,16,6.1
The Devil At Your Heels,2,5.3
Komodo vs. Cobra,12,3.1
Silent Predators,7,3.9
Vipers,17,3.8
Venomous,5,4.8
Snakeman,7,3.4
Silent Venom,8,5.2
Stanley,1,5.0
Oliver Sherman,4,7.0
Mad at the Moon,1,10.0
Wolves of Wall Street,4,3.8
Chicago Boys,0,0.0
Die Konferenz der Tiere,3,7.7
Reggie's Prayer,0,0.0
Soul of the Game,4,5.3
Don King: Only in America,5,4.4
Passing Glory,1,7.0
Scrawl,4,3.5
Final Impact,6,4.1
The Intruder,4,3.3
Hisss,10,3.5
Jaws of Satan,7,5.8
Lockjaw: Rise of the Kulev Serpent,3,2.3
War Wolves,5,3.2
Werewolf: The Devil's Hound,8,2.0
Wild Rebels,2,1.5
Mr. St. Nick,3,5.7
Cabin Fever,113,4.4
Son of Mine,3,6.3
Becoming Zlatan,11,6.0
New York Nights,0,0.0
Paris in Spring,0,0.0
Silver Tongues,9,6.5
The Commune,41,6.6
Love Records,3,5.7
The Bear That Wasn't,1,7.0
Death Driver,0,0.0
Rob the Bank,29,6.9
Traffic Signal,1,7.0
Tammy and the Doctor,3,4.8
Tammy and the Millionaire,0,0.0
The Art of Love,0,0.0
Programming The Nation?,2,5.0
The Sun Behind the Clouds: Tibet's Struggle for Freedom,0,0.0
The Boxcar Children,7,7.6
Goltzius and the Pelican Company,13,6.7
"Butcher, Baker, Nightmare Maker",15,7.2
Black Out,15,5.6
Regular Show: The Movie,40,7.3
Duelle,11,7.6
The Pied Piper,12,7.0
Bana Adını Sor,1,8.0
Eddie: The Sleepwalking Cannibal,30,6.1
Beach Spike,2,3.3
Ip Man 3,384,6.5
Bhagam Bhag,13,6.0
The Life of Guskou Budori,2,6.5
Hanamizuki,8,6.7
Please Teach Me English,10,6.9
The Samurai of Ayothaya,13,5.6
Cosas insignificantes,5,4.3
Drei Männer im Schnee,6,8.2
El rey de los huevones,1,6.0
Scrambled Beer,0,0.0
Serial Teachers,367,5.4
Sing Sing,4,5.5
Project-M,7,4.4
The House in Montevideo,1,7.0
Hokuspokus,1,7.5
Above Dark Waters,4,6.4
Thunder and Mud,0,0.0
Balls to the Wall,6,4.2
We Sold Our Souls for Rock 'n Roll,0,0.0
H.O.T. Human Organ Traffic,0,0.0
Good Luck,12,7.5
Black Sea,1,7.0
The Tangerine Bear: Home in Time for Christmas!,8,6.1
The Legend of the Candy Cane,0,0.0
Pinocchio's Christmas,1,9.0
A Hen in the Wind,6,7.3
The Conspiracy to Rule the World: From 911 to the Illuminati,2,6.0
Infliction,2,5.0
Santa's Little Helper,13,4.4
Love in the End,3,8.3
Requisitos para ser una persona normal,38,6.6
The Polar Bear,12,5.9
Lord Montagu,0,0.0
Bayou Blue,1,4.0
As the Palaces Burn,10,7.1
About Scout,6,5.8
A Sunday Horse,12,6.2
Doomed! The Untold Story of Roger Corman's The Fantastic Four,8,7.8
The Day Silence Died,1,7.0
From Me To You,20,6.1
Mastizaade,7,3.6
Django's Cut Price Corpses,1,5.0
The Devil's Wedding Night,3,3.0
Who Killed Chea Vichea?,0,0.0
If I Should Die Before I Wake,2,4.5
The River and Death,3,6.3
Daniel & Ana,11,5.9
Las Poquianchis,3,5.0
Black Wind,3,7.3
Addictions and Subtractions,5,6.6
Used Parts,2,6.5
National Mechanics,3,5.7
Las bicicletas son para el verano,3,6.3
Benjamín's Wife,4,6.5
War of the Birds,5,6.3
Elisa Before the End of the World,3,7.3
Ciudad de Ciegos,1,5.0
Black Butterfly,3,5.0
Ninja USA,2,7.0
Foreign Parts,3,6.7
Pig,5,5.9
Shakespeare and Victor Hugo's Intimacies,2,9.0
Transmorphers Fall of Man,9,3.4
Atlantic Rim,34,2.3
AE: Apocalypse Earth,24,3.9
AVH: Alien vs. Hunter,8,2.0
Please Subscribe,8,7.4
Please Kill Mr. Know It All,1,5.5
Jerusalem,7,6.9
Road to Your Heart,6,5.5
Becoming Bulletproof,3,9.3
"Me, a Groupie",4,5.3
Jim: The James Foley Story,13,7.9
Sing Your Way Home,0,0.0
The War Against Mrs. Hadley,0,0.0
Vortex,1,5.0
Nightmare Code,6,5.1
First Ascent: The Series,0,0.0
Jaal: The Trap,2,3.5
Calcutta Mail,0,0.0
Dhund: The Fog,0,0.0
Chura Liyaa Hai Tumne,1,6.0
Saaya,1,6.0
Qayamat: City Under Threat,1,5.0
Khel,1,5.0
LOC: Kargil,3,5.0
Hawa,0,0.0
Ishq Vishk,6,5.2
Khushi,4,5.8
Zameen,3,3.5
Paap,4,6.4
Gangaajal,10,5.8
The Veil,123,4.4
The Grave Digger,1,5.0
Talking Heads,8,8.3
Demons,11,8.6
Ode to My Father,15,7.4
Pitbull. New Order,20,6.7
Pitbull,7,8.2
El hijo del cura,0,0.0
The Matthew Shepard Story,6,4.5
Naked Soldier,7,4.6
Flyin' Ryan,0,0.0
The Chatroom,0,0.0
L'abbiamo fatta grossa,77,5.3
Cousin Jules,3,9.3
The Alphabet,51,6.9
Murder,7,5.4
Khakee,15,6.2
Fida,5,5.2
Madhoshi,2,5.0
Krishna Cottage,4,4.8
Kismat,4,5.5
Garv: Pride and Honour,4,4.5
Rudraksh,4,2.8
Vaastu Shastra,0,0.0
Deewaar: Let's Bring Our Heroes Home,0,0.0
Asambhav,2,5.0
Ek Hasina Thi,10,4.9
Bardaasht,2,6.0
Lakeer - Forbidden Lines,1,6.0
Taarzan: The Wonder Car,2,3.0
Plan,0,0.0
Dil Ne Jise Apna Kahaa,4,4.1
Rakht,5,4.0
Run,4,5.5
"In Youth, Beside the Lonely Sea",1,7.0
Panorama of Eiffel Tower,2,6.5
Eiffel Tower from Trocadero Palace,1,3.0
Palace of Electricity,2,5.5
Champs de Mars,3,6.3
Scene from the Elevator Ascending Eiffel Tower,2,6.5
"Captain Nissen Going Through Whirlpool Rapids, Niagara Falls",2,6.0
Down the Hudson,2,6.5
The Ghost Train,1,5.0
"Panorama View, Street Car Motor Room",2,5.5
Melody on Parade,1,3.0
La cartomancienne,1,6.0
Pie in the Sky,1,5.0
Oil: A Symphony in Motion,2,6.5
Vai Que Cola - O Filme,55,6.0
Os Caras de Pau em O Misterioso Roubo do Anel,6,5.0
Nature Unleashed: Volcano,7,4.4
Capture the Flag,52,5.7
Arvon veli,0,0.0
Moszkva tér,2,7.5
Glastonbury,4,6.1
The Eternity Man,1,5.0
Oil City Confidential,2,8.5
The Ecstasy of Wilko Johnson,3,7.3
The Invicible Cell,5,5.7
They Are All Dead,10,7.2
Lusers,1,2.0
Hunt for the Wilderpeople,453,7.8
Jurassic Prey,8,3.7
The Sand,29,3.8
Forsaken,104,5.8
Kaal,10,5.1
Deewane Huye Paagal,6,5.3
Kyaa Kool Hai Hum,8,4.8
No Entry,11,7.0
Netaji Subhas Chandra Bose: The Forgotten Hero,1,8.0
Maine Pyaar Kyun Kiya,7,4.4
Vaah! Life Ho Toh Aisi!,6,4.8
Naina,5,3.4
Kalyug,2,4.5
Shikhar,1,3.0
Chocolate: Deep Dark Secrets,6,3.4
Kyon Ki...,10,5.5
Celestial Subway Lines/Salvaging Noise,2,8.5
Karam,3,5.0
Tango Charlie,1,6.0
L'ange,3,8.3
Aashiq Banaya Aapne,6,3.3
Nightfall,2,7.5
Bad Roomies,26,4.6
The Bed You Sleep In,0,0.0
Waqt: The Race Against Time,8,5.1
Phantom Love,6,5.0
Voices Through Time,6,8.7
Oriental Elegy,2,5.0
Zeher,4,5.5
Socha Na tha,5,5.7
Dus,10,4.4
'D',3,5.8
Acéphale,1,10.0
Avetik,3,10.0
Cómo pasan las horas,1,5.0
Elaan,5,6.0
"Baxter, Vera Baxter",2,5.0
Page 3,11,6.4
Family Nest,6,6.3
Silence and Cry,5,6.8
Chaahat Ek Nasha...,0,0.0
Deux fois,1,5.0
Days of Eclipse,8,5.8
Elegy of a Voyage,5,7.2
Ere erera baleibu icik subua aruaren,4,9.0
Story of Night,1,8.0
Alexander the Great,3,7.3
Landscape,1,1.0
The Settlement,5,3.8
Rabbits,64,7.1
Somnambulance,2,5.3
Subconscious Cruelty,17,5.8
Three Days,6,6.5
Dopo quella notte,0,0.0
4 Elements,2,6.0
Love on the Ground,2,6.0
Fear of Fear,3,7.3
The Belovs,4,3.6
Bloody Mondays & Strawberry Pies,0,0.0
Daughters of the Sun,1,5.0
Destroy Yourselves,2,8.0
Dogora,1,5.0
The Issa Valley,1,5.0
"You're Out of Your Mind, Madicken",5,6.3
Egomania: Island Without Hope,2,6.0
Une femme d'extérieur,1,6.0
The Fool of the World and the Flying Ship,5,6.7
Twilight Zone,4,2.9
Paraguayan Hammock,4,5.0
Heaven's Heart,2,5.5
Woman of Water,3,7.7
Nathalie Granger,5,6.2
The Lonely Voice of Man,7,5.9
Cantata,2,8.5
Opium: Diary of a Madwoman,7,5.3
Almanac of Fall,7,7.0
Fruit of Paradise,8,7.3
Pavee Lackeen: The Traveller Girl,3,6.7
Pink Ulysses,1,5.0
Pop Skull,3,3.7
Revue,3,6.3
Bipedalism,5,2.5
Le révélateur,4,6.8
A Spring for the Thirsty,2,8.5
Room,2,2.5
RR,1,5.0
Blood,3,3.7
A Humble Life,2,6.0
Sophiiiie!,1,6.0
Fun Without Limits,1,9.0
Quiet Days in Clichy,10,4.4
True Siblings,2,8.0
Whispering Pages,2,8.5
Die Totale Therapie,0,0.0
Stages,3,6.0
No Place to Go,2,6.5
Undo,3,3.0
The Plea,4,6.3
Venus In Furs,3,4.3
You Wont Miss Me,3,5.3
The Garden,8,6.9
Women's Prison,1,6.0
Insiang,7,7.5
"Quax, der Bruchpilot",4,6.3
Tess of the D'Urbervilles,5,6.6
Forgive Me,0,0.0
7 Years,1,5.0
Alone,7,7.1
The Amazing Mr. Bickford,2,5.0
How to Become Myself,0,0.0
The Adopted Son,2,4.0
Bluebird,1,5.0
Blush,1,4.0
Parental Guidance,4,7.3
The Bosom Friend,1,8.0
I Sent a Letter to My Love,0,0.0
Chronopolis,4,5.3
The Inner Scar,7,8.3
Clubbed to Death,3,6.3
The Courtesans of Bombay,0,0.0
Crepuscule,0,0.0
Details,0,0.0
Dragon's Return,1,5.0
Elevator Movie,1,5.0
Her Name Is Sabine,5,3.8
Felix and Lola,2,5.5
A Love Movie,1,5.0
Finisterre,0,0.0
The Forbidden Quest,0,0.0
Francis Bacon,1,5.0
Toy Reanimator,0,0.0
Genius Party,11,6.2
The Guatemalan Handshake,3,6.5
Guernsey,3,5.8
Gypo,4,5.8
The Box,0,0.0
Flower & Snake,8,5.4
Harry Munter,3,4.3
Het is een schone dag geweest,0,0.0
Alpine Fire,6,7.6
Spring and Chaos,1,8.0
I Always Wanted to Be a Saint,0,0.0
Salt for Svanetia,3,7.0
Silent Waters,2,7.0
Love on Sunday,1,7.0
Landscape,1,5.0
Fallen,1,5.0
Bread and Milk,2,5.5
Grass Labyrinth,6,8.0
Mirrored Mind,4,6.3
Langsamer Sommer,3,5.0
Swan Lake: The Zone,4,4.3
La León,3,8.7
Lomax the Songhunter,0,0.0
Lulu,2,5.0
Days of 36,4,6.1
Suzaku,14,6.4
Molly's Way,0,0.0
Windows on Monday,0,0.0
The Muse,0,0.0
Nadia and Sarra,0,0.0
The Tribulations of Balthazar Kober,2,7.5
No Child of Mine,0,0.0
Oddsac,10,5.6
Barren Illusion,1,6.0
Oblivion,2,4.8
"Daddy, Father Frost Is Dead",2,7.5
Pin Boy,1,10.0
A Parting Shot,0,0.0
Pirosmani,7,6.2
The Roe's Room,3,5.0
Prinzessin,2,4.3
Empty Days,1,6.0
The Secret,2,5.0
The Suit,2,5.5
Signer's Suitcase,0,0.0
Small Gods,0,0.0
Smoke and Flesh,1,2.0
Alice In Acidland,5,4.4
The Snow Maiden,1,6.0
Silent Storm,0,0.0
Svyato,3,3.8
"Everything's Fine, We're Leaving",0,0.0
The Steel Road,3,6.0
"Birds, Orphans and Fools",6,7.0
Wojaczek,1,5.0
Woodenhead,3,5.2
The Matrimony,6,5.3
Labyrinth of Dreams,2,8.5
The Pocket-knife,4,6.4
Shark in the Head,0,0.0
Woman of the Lake,7,6.9
Sociopathia,7,5.1
The Ritchie Blackmore Story,3,7.7
Natsamrat,6,8.8
Cycling Chronicles: Landscapes the Boy Saw,1,3.0
32A,6,6.7
The Scarlet Flower,1,5.0
The Human Dutch,3,6.3
Allonsanfan,6,7.5
The Child,3,5.0
Fear,0,0.0
Love After Love,0,0.0
The Tree of Guernica,2,8.5
Arvo Pärt: 24 Preludes for a Fugue,0,0.0
Long Live Ghosts!,6,5.8
Atlantis,0,0.0
Bashing,2,6.3
The Touch,3,6.0
The Cyclist,3,6.7
The Big Swap,0,0.0
Blood Tea and Red String,6,7.7
Boy! What a Girl!,1,6.0
Ça brûle,0,0.0
The Unscrupulous Ones,3,7.0
The Cannibals,3,7.7
Tears for Sale,5,6.1
C'est la vie,0,0.0
Un amour de femme,13,5.7
We Are the Pirates of the Roads,0,0.0
Days of Nietzsche in Turin,0,0.0
Ricky Rapper and Cool Wendy,0,0.0
Days of Santiago,4,6.0
Risto Räppääjä ja liukas Lennart,0,0.0
Dogville Confessions,9,6.2
Risto Räppääjä ja Sevillan saituri,0,0.0
Ellen ten Damme: As I Was Wondering Where This Mixed-up Little Life of Mine Was Leading To,0,0.0
Jill and Joy,0,0.0
Jill And Joy's Winter,0,0.0
Fanfare,5,7.6
My Best Friend's Girl,12,5.6
Fimfárum Jana Wericha,3,4.8
Fimfarum 2,2,7.5
Flower in the Pocket,1,7.0
Parents,2,4.0
Screaming Masterpiece,3,7.3
The Giants,14,7.1
Gewoon Hans,1,7.0
Gizmo!,6,6.2
The Gleaners and I: Two Years Later,8,6.6
Goshogaoka,0,0.0
Legacy,2,5.5
Last Stop,1,7.0
Into the Badlands,2,4.0
Sundown: The Vampire in Retreat,15,6.0
Nightmare in Wax,3,5.0
Terror in the Wax Museum,5,5.9
Cave In!,0,0.0
Uma Onda no Ar,0,0.0
Cine Holliúdy,10,6.3
The Red Light Bandit,5,7.6
Jungle Freaks,11,6.8
Angels of the Sun,8,6.4
"Iracema, Uma Transa Amazônica",2,6.5
The Clan - Tale of the Frogs,2,7.0
Dancing Ninja,3,4.7
My Good Hans,2,6.5
Riuscirà l'avvocato Franco Benenato a sconfiggere il suo acerrimo nemico il pretore Ciccio De Ingras?,0,0.0
Apocalyptic,8,5.1
Classroom 6,9,4.8
616: Paranormal Incident,8,3.1
4 Horror Tales - Roommates,4,6.3
Joy of Learning,2,7.5
El gafe,1,7.0
Severed Footage,3,3.3
The Frankenstein Theory,31,4.4
The Big Broadcast of 1937,1,7.0
"Gore, Quebec",0,0.0
Long Pigs,8,5.1
Gangster,12,6.5
Bhoot Unkle,0,0.0
Naksha,1,4.0
Alien Abduction: Incident in Lake County,29,5.9
Woh Lamhe,3,5.0
Fight Club: Members Only,2,2.5
Pyaar Ke Side Effects,3,6.3
Malamaal Weekly,9,4.7
36 China Town,11,5.5
Corporate,5,6.8
"Tom, Dick And Harry",1,6.5
Shiva,2,3.5
Jaane Hoga Kya,0,0.0
Death Spa,17,4.7
Ikingut,0,0.0
Johnny Corncob,0,0.0
Johanna,4,3.6
Julietta,1,7.0
Kelin,4,4.5
Khamsa,6,5.3
Komsomol,2,7.0
The Cat Who Walked by Herself,2,6.5
The Last Days of Emma Blank,8,6.3
In the Presence of a Clown,5,7.6
Spoon,0,0.0
Die letzte Rache,2,8.3
Confessions of Loving Couples,0,0.0
The Life & Adventures of Santa Claus,2,7.5
Light Keeps Me Company,2,7.5
Long Gone,0,0.0
Man van staal,1,6.5
Misa mi,0,0.0
Mods,1,5.0
Hollow City,1,8.0
Night Games,6,6.3
The Wishing Tree,4,5.8
The Nun,1,6.0
New Mischief by Emil,15,6.1
Ochtendzwemmers,0,0.0
